"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","MDV","Maldives","","0.878","0.87800","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2013","2013","","","","","BLR","Belarus","","5.482","5.48200","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2017","2017","","","","","LBN","Lebanon","","11.06","11.06000","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2007","2007","","","","","MMR","Myanmar","","0.38","0.38000","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2012","2012","","","","","BWA","Botswana","","0.263","0.26300","","","","","Includes Dentists</br> Data Source: Health Statistic Unit of Botswana"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2011","2011","","","","","BGD","Bangladesh","","0.313","0.31300","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2011","2011","","","","","KAZ","Kazakhstan","","3.924","3.92400","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","NZL","New Zealand","","5.831","5.83100","","","","","Includes Dentists</br> Data Source: Dental Council of New Zealand 2010 Annual Report.  Accessed from  [http://www.dcnz.org.nz/Documents/AnnualReports/DCNZ_Annual_Report_2010.pdf]"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2012","2012","","","","","PRK","Democratic People's Republic of Korea","","1.857","1.85700","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2013","2013","","","","","BEL","Belgium","","7.143","7.14300","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2012","2012","","","","","KWT","Kuwait","","6.037","6.03700","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2012","2012","","","","","HUN","Hungary","","5.683","5.68300","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2017","2017","","","","","JAM","Jamaica","","0.9","0.90000","","","","","Includes Dentists</br> Data Source: Health Situation in the Americas: Core Indicators,2018</br> Notes: Estimated from densities"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2013","2013","","","","","KIR","Kiribati","","0.645","0.64500","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2016","2016","","","","","MNG","Mongolia","","2.362","2.36200","","","","","Includes Dentists</br> Data Source: Estimated health workforce from Labour Force Survey, ILO 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2012","2012","","","","","LTU","Lithuania","","8.84","8.84000","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2008","2008","","","","","NER","Niger","","0.011","0.01100","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2016","2016","","","","","AUT","Austria","","5.686","5.68600","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","MKD","Republic of North Macedonia","","7.722","7.72200","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","ZMB","Zambia","","0.178","0.17800","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2009","2009","","","","","ESP","Spain","","5.75","5.75000","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2014","2014","","","","","GEO","Georgia","","5.39","5.39000","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","MDA","Republic of Moldova","","4.018","4.01800","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2008","2008","","","","","WSM","Samoa","","0.926","0.92600","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2015","2015","","","","","LBN","Lebanon","","9.445","9.44500","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","FIN","Finland","","7.891","7.89100","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2013","2013","","","","","KGZ","Kyrgyzstan","","1.726","1.72600","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2009","2009","","","","","LVA","Latvia","","6.796","6.79600","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2008","2008","","","","","TUV","Tuvalu","","1.942","1.94200","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2014","2014","","","","","JOR","Jordan","","7.811","7.81100","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","KWT","Kuwait","","5.45","5.45000","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2009","2009","","","","","CAF","Central African Republic","","0.009","0.00900","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2015","2015","","","","","DNK","Denmark","","7.392","7.39200","","","","","Includes Practising dentists</br> Data Source: OECD Health Data, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2013","2013","","","","","TJK","Tajikistan","","1.59","1.59000","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2015","2015","","","","","MMR","Myanmar","","0.624","0.62400","","","","","Includes Dentists</br> Data Source: Estimated health workforce from Labour Force Survey, ILO 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","KIR","Kiribati","","0.39","0.39000","","","","","Includes Dentists</br> Data Source: Health Information Centre, Ministry of Health. Kiribati"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2013","2013","","","","","CYP","Cyprus","","7.247","7.24700","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2007","2007","","","","","GTM","Guatemala","","1.734","1.73400","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2013","2013","","","","","ISR","Israel","","6.904","6.90400","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2008","2008","","","","","GNB","Guinea-Bissau","","0.014","0.01400","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","BRN","Brunei Darussalam","","2.213","2.21300","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2011","2011","","","","","PAK","Pakistan","","0.669","0.66900","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2007","2007","","","","","ESP","Spain","","5.401","5.40100","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2007","2007","","","","","TUR","Turkey","","2.77","2.77000","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","KHM","Cambodia","","0.169","0.16900","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2011","2011","","","","","CMR","Cameroon","","0.028","0.02800","","","","","Includes Chirurgien-dentiste (dentist)</br> Data Source: Ministry of Health, General Census of Health Personnel 2011"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2015","2015","","","","","LKA","Sri Lanka","","0.647","0.64700","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2016","2016","","","","","CPV","Cabo Verde","","0.072","0.07200","","","","","Includes Dentists</br> Data Source: WHO estimated value"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2009","2009","","","","","FJI","Fiji","","2.007","2.00700","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2017","2017","","","","","BHS","Bahamas","","2.58","2.58000","","","","","Includes Dentists</br> Data Source: Health Situation in the Americas: Core Indicators,2018</br> Notes: Estimated from densities"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2014","2014","","","","","LBY","Libya","","7.387","7.38700","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","IRQ","Iraq","","1.56","1.56000","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","EST","Estonia","","8.993","8.99300","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2009","2009","","","","","SYC","Seychelles","","1.758","1.75800","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2011","2011","","","","","ROU","Romania","","6.566","6.56600","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2008","2008","","","","","KEN","Kenya","","0.249","0.24900","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2011","2011","","","","","BGR","Bulgaria","","9.083","9.08300","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2008","2008","","","","","PRT","Portugal","","5.664","5.66400","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","DEU","Germany","","8.212","8.21200","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2012","2012","","","","","FRA","France","","6.559","6.55900","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","MNE","Montenegro","","0.416","0.41600","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2008","2008","","","","","TUR","Turkey","","2.833","2.83300","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2012","2012","","","","","IDN","Indonesia","","0.425","0.42500","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2009","2009","","","","","NRU","Nauru","","1.01","1.01000","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2017","2017","","","","","NPL","Nepal","","2.074","2.07400","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2007","2007","","","","","FRA","France","","6.689","6.68900","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2013","2013","","","","","POL","Poland","","3.216","3.21600","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","MLT","Malta","","4.422","4.42200","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2014","2014","","","","","BGR","Bulgaria","","9.767","9.76700","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2011","2011","","","","","PRT","Portugal","","7.631","7.63100","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2016","2016","","","","","SVN","Slovenia","","6.839","6.83900","","","","","Includes Practising dentists</br> Data Source: OECD Health Data, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2010","2010","","","","","YEM","Yemen","","0.243","0.24300","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2011","2011","","","","","TUR","Turkey","","2.874","2.87400","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
"HWF_0010","Dentists (per 10 000 population)","http://apps.who.int/gho/data/node.wrapper.imr?x-id=5323","PUBLISHED","Published","","2008","2008","","","","","DNK","Denmark","","8.398","8.39800","","","","","Includes Dentists </br> Data Source: NHWA data platform, accessed November 2018"
