"GHO (CODE)","GHO (DISPLAY)","GHO (URL)","PUBLISHSTATE (CODE)","PUBLISHSTATE (DISPLAY)","PUBLISHSTATE (URL)","YEAR (CODE)","YEAR (DISPLAY)","YEAR (URL)","REGION (CODE)","REGION (DISPLAY)","REGION (URL)","COUNTRY (CODE)","COUNTRY (DISPLAY)","COUNTRY (URL)","Display Value","Numeric","Low","High","StdErr","StdDev","Comments"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2013","2013","","EUR","Europe","","AUT","Austria","","76","76.47000","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2006","2006","","EUR","Europe","","AUT","Austria","","77","76.62600","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2011","2011","","EUR","Europe","","AUT","Austria","","77","76.79200","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2002","2002","","EUR","Europe","","AUT","Austria","","78","78.06400","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2000","2000","","EUR","Europe","","AUT","Austria","","79","79.47800","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2011","2011","","EUR","Europe","","AZE","Azerbaijan","","46","46.19000","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2012","2012","","EUR","Europe","","AZE","Azerbaijan","","46","46.47000","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2013","2013","","EUR","Europe","","AZE","Azerbaijan","","47","46.88300","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2010","2010","","EUR","Europe","","AZE","Azerbaijan","","51","50.57200","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2009","2009","","EUR","Europe","","AZE","Azerbaijan","","75","75.36500","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2007","2007","","EUR","Europe","","AZE","Azerbaijan","","79","79.33100","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2000","2000","","EUR","Europe","","AZE","Azerbaijan","","87","86.85100","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BHS","Bahamas","","29","29.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2013","2013","","AMR","Americas","","BHS","Bahamas","","29","29.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BHS","Bahamas","","31","31.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2008","2008","","AMR","Americas","","BHS","Bahamas","","32","32.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2009","2009","","AMR","Americas","","BHS","Bahamas","","32","32.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2011","2011","","EMR","Eastern Mediterranean","","BHR","Bahrain","","17","17.00000","","","","","EMR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2009","2009","","EMR","Eastern Mediterranean","","BHR","Bahrain","","19","19.00000","","","","","EMR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2014","2014","","EMR","Eastern Mediterranean","","BHR","Bahrain","","20","20.30000","","","","","EMR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2000","2000","","EMR","Eastern Mediterranean","","BHR","Bahrain","","28","27.50000","","","","","EMR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2004","2004","","EMR","Eastern Mediterranean","","BHR","Bahrain","","28","28.10000","","","","","EMR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2001","2001","","EMR","Eastern Mediterranean","","BHR","Bahrain","","28","28.20000","","","","","EMR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2002","2002","","EMR","Eastern Mediterranean","","BHR","Bahrain","","29","28.60000","","","","","EMR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2014","2014","","SEAR","South-East Asia","","BGD","Bangladesh","","6","6.00000","","","","","SEAR profiles 23Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2015","2015","","SEAR","South-East Asia","","BGD","Bangladesh","","8","7.70000","","","","","Government report"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BRB","Barbados","","62","62.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2010","2010","","AMR","Americas","","BRB","Barbados","","66","66.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2006","2006","","EUR","Europe","","BLR","Belarus","","112","111.78300","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2011","2011","","EUR","Europe","","BLR","Belarus","","113","112.51200","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BLR","Belarus","","113","112.67400","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2003","2003","","EUR","Europe","","BLR","Belarus","","113","113.43800","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BLR","Belarus","","115","114.50000","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2002","2002","","EUR","Europe","","BLR","Belarus","","119","119.41700","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2001","2001","","EUR","Europe","","BLR","Belarus","","126","125.77200","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2014","2014","","EUR","Europe","","BEL","Belgium","","62","62.28700","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2007","2007","","EUR","Europe","","BEL","Belgium","","66","66.31200","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2005","2005","","EUR","Europe","","BEL","Belgium","","74","74.24500","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2003","2003","","EUR","Europe","","BEL","Belgium","","75","75.08100","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2002","2002","","EUR","Europe","","BEL","Belgium","","76","75.75100","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2001","2001","","EUR","Europe","","BEL","Belgium","","77","76.56900","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2000","2000","","EUR","Europe","","BEL","Belgium","","78","77.68700","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2009","2009","","AMR","Americas","","BLZ","Belize","","11","11.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BLZ","Belize","","11","11.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2012","2012","","SEAR","South-East Asia","","BTN","Bhutan","","17","17.40000","","","","","SEAR profiles 23Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2011","2011","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","11","11.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2013","2013","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","11","11.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2014","2014","","AMR","Americas","","BOL","Bolivia (Plurinational State of)","","11","11.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2004","2004","","EUR","Europe","","BIH","Bosnia and Herzegovina","","31","30.50400","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2005","2005","","EUR","Europe","","BIH","Bosnia and Herzegovina","","31","31.17700","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2002","2002","","EUR","Europe","","BIH","Bosnia and Herzegovina","","32","32.06300","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2006","2006","","EUR","Europe","","BIH","Bosnia and Herzegovina","","33","33.20700","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2013","2013","","EUR","Europe","","BIH","Bosnia and Herzegovina","","35","34.99400","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2008","2008","","AFR","Africa","","BWA","Botswana","","18","18.00000","","","","","AFR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BWA","Botswana","","18","18.00000","","","","","AFR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2014","2014","","AMR","Americas","","BRA","Brazil","","22","22.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2011","2011","","AMR","Americas","","BRA","Brazil","","23","23.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2012","2012","","AMR","Americas","","BRA","Brazil","","23","23.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2013","2013","","AMR","Americas","","BRA","Brazil","","23","23.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2009","2009","","AMR","Americas","","BRA","Brazil","","24","24.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2007","2007","","EUR","Europe","","BGR","Bulgaria","","64","63.64300","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2005","2005","","EUR","Europe","","BGR","Bulgaria","","64","64.11700","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2008","2008","","EUR","Europe","","BGR","Bulgaria","","65","64.94100","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2010","2010","","EUR","Europe","","BGR","Bulgaria","","65","64.94800","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2009","2009","","EUR","Europe","","BGR","Bulgaria","","66","65.97200","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2012","2012","","EUR","Europe","","BGR","Bulgaria","","66","66.12200","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2001","2001","","EUR","Europe","","BGR","Bulgaria","","72","72.01000","","","","","EURO HlthRes-DB 14Sep2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2010","2010","","AFR","Africa","","BFA","Burkina Faso","","4","4.00000","","","","","AFR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2008","2008","","AFR","Africa","","CPV","Cabo Verde","","21","21.00000","","","","","AFR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2013","2013","","WPR","Western Pacific","","KHM","Cambodia","","7","7.00000","","","","","WHO/OECD: Health at a Glance Asia/Pacific 2014"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2010","2010","","AFR","Africa","","CMR","Cameroon","","13","13.00000","","","","","AFR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2006","2006","","AFR","Africa","","CMR","Cameroon","","15","15.00000","","","","","AFR GHO 22Aug2016"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2010","2010","","AMR","Americas","","CAN","Canada","","27","27.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2011","2011","","AMR","Americas","","CAN","Canada","","27","27.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2012","2012","","AMR","Americas","","CAN","Canada","","27","27.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2009","2009","","AMR","Americas","","CAN","Canada","","32","32.00000","","","","","PAHO Regional Core Health Data"
"WHS6_102","Hospital beds (per 10 000 population)","https://www.who.int/data/gho/indicator-metadata-registry/imr-details/97","PUBLISHED","Published","","2011","2011","","AFR","Africa","","CAF","Central African Republic","","10","10.00000","","","","","AFR GHO 22Aug2016"
